title	BV	tname	time	up_uid	up_name	view	like	coin	share	rcmd_reason
大结局：陆光真的来自未来！“陆光为了拯救程小时，究竟尝试了多少次！”【时光代理人】	BV1o84y1S7Pp	MAD·AMV	2023-09-22 16:07:55	175333301	哇周某人	120167	7134	1439	469	无推荐理由
2018年的秋天已经是六年前了	BV1hP411b7kZ	搞笑	2023-09-20 18:26:27	505225239	-贾斯丁-	1449249	216664	8565	5265	百万播放
谁才是百慕大三角的真正话事人？	BV1Ku4y167Wo	人文历史	2023-09-22 14:01:08	11684621	太阳星sunstar	111939	15531	1991	111	无推荐理由
【星铁剧场】前进！目标是肯德基站台！	BV1bk4y1F7s4	短片·手书	2023-09-21 18:30:22	11742550	哈米伦的弄笛者	155652	29889	3839	2939	无推荐理由
玲 可 挑 战 鲱 鱼 罐 头	BV1xN411H7dU	仿妆cos	2023-09-21 17:19:57	171368594	六二二同学w	459573	49851	3719	2094	无推荐理由
一次性绝育50只猫？！三花村史上最多绝育纪录！	BV1Jz4y1V7ok	喵星人	2023-09-22 18:07:24	9008159	花花与三猫CatLive	104317	14710	6669	260	喵星人·人气飙升
憋笑憋去见太奶了！	BV1fH4y1U7eA	搞笑	2023-09-17 18:06:52	490002276	乐天乔宇派	4469815	465614	6655	19244	百万播放
谍战剧？搞笑片！今年最降智大作，郭敬明的《云之羽》	BV1Th4y1a7G1	娱乐杂谈	2023-09-21 11:39:03	20457232	一只吐槽圆	747149	32955	2421	5956	无推荐理由
锅包没有肉，我为什么会做出这种东西啊！	BV148411v7c7	美食制作	2023-09-20 19:45:17	1916474	神奇海挪	957811	73035	4894	3285	7万点赞
是谁抢到了票	BV1oj411k7YL	搞笑	2023-09-21 18:39:41	70429299	嘞是唐孃孃	877175	67863	958	1195	无推荐理由
福建小伙第一次吃云南烧烤，吓到不敢吃？	BV1hu4y1z7Ku	美食侦探	2023-09-22 17:02:57	4474705	孤独的美食基	115804	16364	2070	253	无推荐理由
【4KHDR】老戴《生化危机 4 重制版 艾达篇》【硬核难度】DLC《逆命殊途》第二章	BV1Fu41137YF	单机游戏	2023-09-22 06:52:39	2142762	老戴在此	171178	9390	2663	133	无推荐理由
每次想放弃， 就会想起外婆这几年对于我学业的关心。不太上B站，不是学霸，之前忘记打标点激发大家吐槽欲，原本是想分享一下外婆的精神力量，大家随便看看好啦…	BV1oV411w76q	日常	2023-09-19 10:10:47	42218858	大抒	593815	24889	593	314	无推荐理由
大学的“美式男” 喝美式，美事自然来.      #杨晓艺#李宗恒	BV1SF411U7oD	日常	2023-09-18 23:28:54	378404732	杨晓艺呢	4130109	289267	4030	9631	无推荐理由
九龄｜将军！你这个坏蛋！	BV1zk4y1F7kB	日常	2023-09-20 10:31:25	51588985	是一只九龄	1280756	111785	26817	6059	百万播放
电视裆间	BV1sj411k7xh	家居房产	2023-09-15 19:01:37	393256183	嘉伟室内设计	2728482	268947	10699	6364	百万播放
AI要是这么搞，以后的视频怎么相信？	BV1DF411U7F8	软件应用	2023-09-20 19:42:49	486989780	老麦的工具库	397603	20322	4073	2075	无推荐理由
《代号：无限大》制作情报公开	BV1aw411e7e9	手机游戏	2023-09-20 23:10:52	3494379073309365	代号无限大	1372201	64392	31099	17445	百万播放
iPhone 15首摔首碎：跌砸滚！Pro Max超瓷晶玻璃+钛金属，还是最坚固的手机吗？	BV1Ek4y1c7ev	数码	2023-09-22 08:14:06	471278344	WHYLAB	223813	7909	3660	1546	无推荐理由
2023只剩2个月了。	BV1m84y1S7gM	搞笑	2023-09-20 19:35:08	543931452	古呀老师	1453733	215467	4770	3893	百万播放
我可能是买了Mate60Pro之后最大的受害者！！	BV1Q84y1S7Jx	数码	2023-09-20 13:56:30	8784855	--圈圈--	805155	38499	7511	369	无推荐理由
为了苦难中的祖国阿！我扑动蝴蝶的翅膀！刘慈欣作品——《混沌蝴蝶》	BV11y4y1F7Ko	影视杂谈	2023-09-22 14:40:19	25073738	科幻视界	49023	8948	6607	223	无推荐理由
钟离速通枫丹主线	BV1rN411n7Vp	短片·手书	2023-09-16 14:36:56	2196632	兰矛RS	743904	106353	9860	7342	10万点赞
被五百万人吐槽的楼梯改色，半年后怎么样了？	BV1fu4y167ky	家居房产	2023-09-16 20:19:21	3461577244149863	谢反反	3614034	84005	950	241	无推荐理由
6个up去新疆旅游，八卦城路上聊八卦……	BV1fw41127R9	出行	2023-09-22 15:56:49	8366990	-欣小萌-	169373	15984	2838	138	无推荐理由
当我妈说我败家不想给我做饭后	BV1HP411b7nV	美食制作	2023-09-21 20:27:17	505601772	大家的养分	166732	16024	1002	574	无推荐理由
游戏史上最好的丧尸游戏之一『消逝的光芒』	BV1Rh4y1Y7fW	单机游戏	2023-09-17 23:22:16	922151	修片狂魔	1598176	95647	7313	2632	无推荐理由
所有第一次来中国的外国人，都给我好好看这个视频！	BV1984y1S7Ya	日常	2023-09-21 14:09:41	32820037	歪果仁研究协会	339784	28062	9961	669	无推荐理由
妈见打！我居然在卧室墙上画了符玄	BV1jN411W7Bz	绘画	2023-09-14 22:32:51	10417922	LVE零度	286536	47570	7222	432	无推荐理由
猫好，猫出去上班	BV14y4y1F7iC	短片·手书	2023-09-21 17:10:13	1229502386	发射小人	323765	56135	2944	9632	5万点赞
摄影的原点｜Nikon Zf评测  Links	BV1Rp4y1c79x	数码	2023-09-21 19:32:18	3816626	Linksphotograph	285195	26142	23468	10000	无推荐理由
“从今以后，我得自己一个人飞了!”	BV1VV411A7eK	特摄	2023-09-19 17:17:06	447662586	晴天Ultraman	1014976	63567	5362	491	无推荐理由
【4KHDR】老戴《生化危机 4 重制版 艾达篇》【硬核难度】DLC《逆命殊途》第一章	BV1594y1p7UN	单机游戏	2023-09-21 16:45:11	2142762	老戴在此	331335	18233	7038	681	无推荐理由
火柴人 VS 我的世界系列 第三十二集 厨师（The Chef）	BV1Kp4y1P7sn	短片·手书	2023-09-16 21:27:52	519253600	火柴人AlanBecker	2755396	231095	93136	10224	无推荐理由
【乐队的夏天3】瓦依那X任素汐《大梦》直击心灵的歌声 谁能忍住不落泪？	BV1Lj411C7Z7	音乐现场	2023-09-22 21:13:50	607217518	网易云音乐	38676	1955	1003	1936	无推荐理由
一个视频看懂伯里克利的一生	BV1W84y1D74w	人文历史	2023-09-22 18:11:14	10698584	唠点历史	64854	9736	6757	152	无推荐理由
华晨宇：那些“说”我的，我都知道	BV1BN411H7xV	音乐综合	2023-09-19 23:52:32	645711700	不普通人类实录	1212592	57763	41684	17112	无推荐理由
给老师表演个下腰（心机狗）	BV1nN411H7nS	搞笑	2023-09-20 17:00:41	33108854	jin哈哈	856103	48912	557	724	无推荐理由
【王德峰】在生活的重重困境面前，为什么我们需要的是人文经典？	BV1oV411A7jb	人文历史	2023-09-22 15:31:48	514924891	王德峰	76275	8676	1286	379	无推荐理由
“80w粉丝的萌新来到提瓦特大陆的第一天！”	BV1984y1S7YE	手机游戏	2023-09-21 14:47:03	19047009	清严君	335890	30671	7331	460	无推荐理由
不是，谁教你这么玩“库乐队”的啊？	BV13h4y1e76A	演奏	2023-09-16 10:04:27	1455246930	混世小小魔王_	1152897	91614	10355	8384	无推荐理由
江西萍乡的美食竟然是中国最辣的？找个本地人带我挑战一下！	BV15u4y1r7i6	美食侦探	2023-09-18 13:11:04	218506533	Amy艾米饭	1049746	83676	10362	5221	无推荐理由
苹果A17 Pro评测：很先进，但能效不够好！	BV1gm4y157No	数码	2023-09-19 21:42:43	25876945	极客湾Geekerwan	1840937	124271	93017	21138	无推荐理由
金铲铲开服玩什么？三套阵容稳上分！【云顶之弈S9.5】【金铲铲之战】	BV1f8411v7oT	电子竞技	2023-09-21 18:48:08	18343134	林小北Lindo	280487	13041	988	1093	无推荐理由
《怯 街 坊》	BV1CV411A7BF	配音	2023-09-22 05:39:18	13199099	植物椿	153478	19176	9225	1935	无推荐理由
【AI暗影岛合唱】《大雨还在下》	BV1x8411v7oV	VOCALOID·UTAU	2023-09-20 19:40:46	40443351	鬼鬼好小子	366235	27331	6425	2744	无推荐理由
开车需要动手吗？	BV1dm4y157Bu	汽车生活	2023-09-22 00:56:48	34728585	极速拍档-NANA	242070	8632	897	1132	无推荐理由
抄袭微信，马斯克是认真的	BV1SH4y1S7g3	财经商业	2023-09-19 19:45:24	596866446	无处安放的小A	1026244	67273	1254	333	无推荐理由
世界冠军Nick Maxwell，倒飞自旋贴地扫桨，很哇塞！原谅我没见过世面	BV1rK4y1w75R	竞技体育	2023-09-20 06:18:26	164148009	黑基的飞行梦	334337	35846	1254	1872	无推荐理由
一元瓶装水为何越来越少？你平时喝几块的水？	BV1q84y1S7jC	财经商业	2023-09-21 09:50:24	14781644	老烟斗官方	422496	14561	590	398	无推荐理由
芬兰监狱简直就是宅男的天堂，电脑游戏机健身房一应俱全，纪录片	BV1gu411w7Em	影视杂谈	2023-09-21 11:17:34	87670515	神秘园SMY	373252	10345	720	2142	无推荐理由
【丰崎爱生】终于来中国用上了传说中的支付宝!第一件事当然是...	BV1v8411v71n	出行	2023-09-21 19:25:03	48207005	丰崎爱生Official	191912	15170	2640	249	无推荐理由
伍佰郑州演唱会，伍佰不在观众都开始唱了，网友：伍佰演唱会不需要伍佰了	BV1Fh4y1a7p5	音乐现场	2023-09-18 23:11:09	487614876	四川观察	3344613	128558	2906	17840	无推荐理由
每日早餐，张嘴即可！	BV1R94y1H7yY	手工	2023-09-15 22:38:46	3546378525477862	Joseph的机器	2248509	122952	7395	11415	无推荐理由
遥遥领先，在华为百亿小镇上班的极致体验。(双非生的蜕变之路)	BV1x8411v7QB	出行	2023-09-21 17:14:44	3493117728656046	摩的司机徐师傅	286654	12655	3628	2828	无推荐理由
小小财神大大的财运拓财神，迎财神，接财运，今年财神到你家	BV15u411w7Pn	人文历史	2023-09-20 17:41:52	3537110202059026	古丰邑文化	323869	54175	3318	279	5万点赞
丽桑卓：“送死流塞恩？那我电刀清线你将如何应对？”悬赏挑战之主人的任务!#1	BV1e94y1p77y	网络游戏	2023-09-22 05:59:23	37946996	守护茶茶	212721	11515	1618	69	无推荐理由
派！蒙！山！连！着！山！外！山！	BV1ou4y1r72V	VOCALOID·UTAU	2023-09-19 17:35:17	105120466	JK几何	354675	23884	4246	1762	无推荐理由
【树哥】蛇蝎女人强迫矮人族贩卖自己的妻儿，反被拉拽至肉断骨折！猪的复仇第6集	BV12u411g7Pr	动漫杂谈	2023-09-22 13:42:42	366761116	Tree树哥	65113	5600	2053	48	无推荐理由
带表哥放纵吃一天再悄悄卷他	BV19z4y1G7UY	健身	2023-09-19 14:22:10	405055946	花小龙oy	1616347	157460	2082	825	无推荐理由
甄嬛小产互联网版	BV158411i7Do	搞笑	2023-09-22 18:32:00	383232993	蜡笔小叽是养生女孩	107551	16967	1317	895	无推荐理由
5000元预算，谁是最强二手车？	BV15u411w7dJ	汽车生活	2023-09-20 14:51:58	25150941	极速拍档	934330	84913	50226	3036	无推荐理由
（全文已完结）因为我要报仇，要亲手杀掉凶手，所以在警察上门前我选择了逃跑	BV1494y1p7SV	国产原创相关	2023-09-21 19:29:42	294380660	炒河粉炒鸡好吃	181553	16591	725	1269	无推荐理由
半夜加班的生死瞬间	BV1hV411A7AR	小剧场	2023-09-21 19:51:35	381324758	阿脸日记	576981	95368	698	1049	9万点赞
鞋子盲盒，主打一个一开一不吱声	BV1Rp4y1c7FY	搞笑	2023-09-20 19:30:49	385231174	开箱阿良	388949	18654	1181	5552	无推荐理由
Unity光速回旋！暴雪网易复合有望？【游圈乐子周报022】	BV1Sh4y1a7UG	单机游戏	2023-09-22 12:06:41	1976532950	直言trigger	101547	10519	2854	393	无推荐理由
⚡全世界都在骂李佳琦⚡	BV1y94y1p7k2	鬼畜调教	2023-09-22 09:16:22	7873222	修2	173563	10871	1875	782	无推荐理由
如何判断一个动画优秀与否？看它的主角就行了！	BV1mN411H7Ti	动漫杂谈	2023-09-21 13:24:45	1405515989	The梁某人	291975	25506	4164	205	无推荐理由
北京旅游吃什么？统一答复	BV19p4y1c7FZ	美食侦探	2023-09-20 13:19:11	94114029	吃货请闭眼	312037	17981	987	1386	无推荐理由
虚假助农，上了热搜，难道农产品需要卖惨才好卖出去吗？	BV1o34y1P79G	三农	2023-09-20 17:58:57	50316381	疆域阿力木	1275736	122997	4570	292	无推荐理由
努力学习的嘎飞	BV1kC4y1f7ms	日常	2023-09-18 10:01:32	1984697224	黄辉子	3411474	235544	7300	2537	无推荐理由
邓紫棋听了都会怀疑自己是不是真的唱过	BV1cy4y1F773	翻唱	2023-09-17 13:51:21	382346329	桌子ZHUO8	1981386	96227	34630	20093	无推荐理由
只说真话的原神4.1版本全角色抽取推荐排行榜【原神】【说书人胧】	BV1b8411y7Vv	手机游戏	2023-09-22 16:16:35	2234185	说书人胧	51615	3921	2253	499	无推荐理由
玩365天才能见到结局的游戏？老爹甜甜圈店究竟有多离谱！？	BV1dK4y1c7Cy	单机游戏	2023-09-17 20:40:08	154113956	日向源	939373	107703	58271	719	无推荐理由
大庆赶海，退潮后发现小章鱼藏在小罐子中，还有开花的大海葵	BV1jK4y1F7Rg	田园美食	2023-09-22 10:41:39	524704055	大庆赶海	161917	15842	624	118	无推荐理由
看了这么多年TVB！你竟然不知道香港地名是怎么来的	BV1734y1N7Pw	搞笑	2023-09-21 21:34:36	95515699	粤知一二	247481	25836	7337	697	无推荐理由
主播真会玩女神篇：我，战鹰，八冠王#172	BV1ok4y1F76X	搞笑	2023-09-21 14:01:43	1565155	是大腿	567563	27266	3444	508	无推荐理由
麻烦给我配个曲	BV1qm4y1N7bs	日常	2023-09-18 18:45:18	21068110	月野喵呜	667543	46031	1018	528	无推荐理由
16岁读博士神童张炘炀现状：8年读完博士，无业一身轻，卡里就剩几千块钱，若重来仍会做李白	BV1r8411v76R	社会	2023-09-20 14:35:17	1955655610	九派新闻	1040785	32451	6108	10785	无推荐理由
爱护动物，人人有责	BV19j411k7V5	动物综合	2023-09-20 04:27:17	1786443291	黄河故道野钓小李哥	807455	186035	2535	14407	18万点赞
葡萄酒入门必看！扫盲科普+术语，一个视频就够了！	BV1Fu4y167zw	美食测评	2023-09-22 14:12:56	431532582	索菲亚一斤半	39164	3008	1492	254	无推荐理由
推理元素最多的一集（猜三国杀武将）	BV1gK4y1F7JM	手机游戏	2023-09-19 19:20:51	3494378507077881	白读春秋	332283	25656	674	104	无推荐理由
早上买肉中午穿串！晚上营业卖烧烤！开门就坐满！	BV1Dw411e7cU	美食侦探	2023-09-21 16:41:47	3032988	密子君	409717	21389	3151	1890	无推荐理由
家产争夺战！	BV16N411H7Nm	小剧场	2023-09-21 12:44:34	568699244	张若宇	703941	62644	975	191	无推荐理由
菜市场定制旗袍到底是惊喜还是惊吓	BV1hk4y1w7Jf	美妆护肤	2023-09-18 12:02:52	3494354542922271	猪珍珍	2236289	130476	2455	1234	无推荐理由
《关于同事升职这件事》	BV19j411k7pe	搞笑	2023-09-20 18:15:40	1699496602	李什么闯啊	689871	38595	599	280	无推荐理由
自制立体书 | 原神蒙德篇 跨越尘世的冒险之旅	BV15F411S71B	手工	2023-09-19 20:13:53	85401660	五月十早点睡	179274	30084	7852	1342	无推荐理由
不能让阴柔之风成了主流审美，回归硬汉本色刻不容缓	BV1YH4y1m7zf	健身	2023-09-22 09:36:44	1667026531	PT健身华哥	295909	33873	4411	230	无推荐理由
出来了，出来了。都出来了	BV1w8411v7sG	运动综合	2023-09-17 08:53:09	183360733	一个人玩花式	1777573	139368	5456	14508	百万播放
⚡结 算 动 画 摇⚡ 一人四役	BV1E34y1N7eH	明星舞蹈	2023-09-20 23:04:52	259333	矮乐多Aliga	593398	67067	10765	1777	6万点赞
【怒九】我都云吸猫了 你就让让我吧！！	BV1dF411U7Vw	手机游戏	2023-09-21 16:44:03	14751040	怒九笑	134138	24225	7120	1299	无推荐理由
《买葱》孙越&张小斐／网友强烈要求在全国各个单位循环播放	BV1PF411S7j1	搞笑	2023-09-20 15:00:58	431413100	人文札记	322605	25396	3205	2885	无推荐理由
海獭为什么喜欢揉脸	BV1cm4y157Fn	动物综合	2023-09-20 21:25:26	1392902829	小饱的动物园	509897	29346	639	5896	无推荐理由
纯黑《生化危机4艾达篇》Attack on Titan 第二期	BV1bz4y1V7tT	单机游戏	2023-09-22 06:20:45	585267	-纯黑-	66456	6339	2206	81	无推荐理由
这么多年还是执行官11席，你到底有没有认真工作？	BV1w84y1D7ft	配音	2023-09-22 03:15:02	8548614	蓝毛水母头宿末Sumou	121771	10563	4186	1960	配音·人气飙升
伊犁.拌面抓饭 厨子探店¥52	BV1e94y1p7Zm	美食侦探	2023-09-19 11:32:34	544336675	真探唐仁杰	1311074	78015	2388	1504	无推荐理由
不敢关机的男人！每个电话，都能救一条命	BV1Jm4y157Cs	三农	2023-09-19 18:04:45	1343321779	央视农业	1150706	153065	44291	2329	无推荐理由
爷爷说他以前在山里，是捡板栗的高手，后来奶奶来了，就再也没捡到过板栗了	BV1X84y1S7HN	三农	2023-09-20 18:34:26	395380822	马二娃	493437	45790	2713	489	无推荐理由
i3用有刷电机？油改电和纯电平台差距多大？极氪001/宝马i3长测拆解	BV1gp4y1w7xm	新能源车	2023-09-21 21:59:33	702014294	易车横评	142711	9892	7403	994	无推荐理由
给大家介绍一下，这是我吃开心的一餐	BV1ku4y1r7y4	美食记录	2023-09-21 16:33:35	26417558	铁蛋儿Tyler	257650	30702	981	603	无推荐理由
都不结婚该咋办-新版本的应对策略	BV1bP411b7Bb	日常	2023-09-20 09:11:31	16302815	被炒的炒饭	109454	6730	1896	550	无推荐理由
《小貔貅下山记》第一集	BV1Ru4y1r7FZ	小剧场	2023-09-19 17:02:44	543740771	煎饼果仔呀	1445905	166543	6567	1605	无推荐理由
【方舟梗知识37】全B站评论最多的一集！真十万大C的浮起人生；明日方舟干员假日威龙陈梗及其相关趣事介绍	BV1zm4y157C1	手机游戏	2023-09-22 12:15:35	519202392	灰幻	143873	11257	1108	464	无推荐理由
一个视频中饱含了那么多的爱与痛	BV1em4y157vq	日常	2023-09-20 14:04:03	677680777	你的俄罗斯好朋友	581647	70048	1568	177	无推荐理由
一年仅一天能见到！血氧65只为在四川记录下这一瞬间！	BV1yu4y1z7fN	出行	2023-09-22 20:32:45	10534933	期末77	25460	3797	3400	873	无推荐理由
新华农兄弟：兄弟家的公羊太多了，亟需平衡一下	BV1NF411m73g	三农	2023-09-22 11:35:39	473837611	新华社	190310	23616	2893	216	无推荐理由
月下厨哪有不疯的？强撑罢了！！	BV1xK4y1w7a3	手机游戏	2023-09-21 22:12:12	742472	巫兔菌	103361	18428	2505	2140	无推荐理由
6千8买的工地车拆光洗干净后值2万不过分吧？	BV1iu4y1z7hC	汽车生活	2023-09-20 20:39:54	306355384	张哥的汽车Vlog	464990	31984	4053	1515	无推荐理由
亲自去发传单的导演和制片人，《贝肯熊：火星任务》是心血也是坚持	BV1yh4y1A73H	预告·资讯	2023-09-18 20:31:31	3537104642508829	电影贝肯熊火星任务	2235516	290444	24068	1471	百万播放
真没骗你们，广州最好吃的5家炸猪排都在这里了	BV19h4y1A7Ay	美食侦探	2023-09-21 12:58:44	477273422	大兵探店	264236	7255	2182	3790	无推荐理由
【第二十九赛季·精华2】稀世时装及奇珍时装的游戏内效果展示视频爆料！风沙掩藏的秘密，待你探寻~#第五人格大漠怀秋##第五人格#	BV1x8411y7Fa	日常	2023-09-22 18:33:47	211005705	网易第五人格手游	125758	13444	2017	3542	无推荐理由
cos第一步！先学会p图（不是）	BV1fp4y1c7Xx	仿妆cos	2023-09-21 14:17:57	32294969	慌野不方	377919	50222	1215	1023	5万点赞
腿袜合集！！	BV1Dh4y1h76w	穿搭	2023-09-21 19:39:30	395375056	中国梨自救	548428	45525	5112	6005	很多人点赞
三蛙之家创意演绎：钢管舞版的《过河》	BV1qm4y157Wk	舞蹈综合	2023-09-22 14:18:06	621704765	-宋瑶	125664	8422	1642	1990	无推荐理由
一位农夫往自己的下体喷了一升百草枯，他的器官是这么衰竭的	BV1Sp4y1A72v	科学科普	2023-09-16 10:52:07	297786973	Chubbyemu	4865501	216258	33456	64598	无推荐理由
《赛 博 相 亲 角》	BV1sH4y1S7QL	搞笑	2023-09-21 23:01:27	1527828440	外星观察人类队长	256434	13975	3387	323	无推荐理由
你该不会觉得我很弱吧？	BV1bm4y1N7b9	仿妆cos	2023-09-17 20:36:02	14140210	周老头呀	2033925	273593	7492	6255	百万播放
25公斤银砖，健身学院的厨师和保安都轻松拿捏	BV1zH4y1S7PE	健身	2023-09-20 18:58:16	3493260093819171	李维刚的日常	696736	49372	765	103	无推荐理由
全校唯一与世无争的学长	BV1vN411H76v	搞笑	2023-09-21 16:32:29	37291782	某布君	373461	21461	1608	241	无推荐理由
【原神】真正的极限国度？（八种极限运动）	BV1fp4y1c7jv	手机游戏	2023-09-21 09:39:15	351170066	ulu秋名山	322961	34702	896	846	无推荐理由
宋小宝网恋被骗？这个反诈宣传片比春晚小品还好看	BV1HV411A7TT	搞笑	2023-09-21 02:16:29	43707221	4A广告提案网	526256	24278	773	2887	无推荐理由
是谁杀死了孟宴臣？从心理学角度分析！【凝视娱乐圈11】	BV1qK4y1F7UQ	娱乐杂谈	2023-09-22 14:11:14	680677803	王小七Fire	76740	9683	2461	217	无推荐理由
《碟中谍8-我烧你显卡》	BV1684y1S7nP	网络游戏	2023-09-19 15:09:34	324072946	国家二级飞行员	968472	52509	523	932	无推荐理由
【白小白】《求神呐》副歌编舞加长版来啦！国风蹦迪缺你不可	BV17N411H7V2	国风舞蹈	2023-09-18 15:22:57	89305083	Ticki白小白	1568515	144146	6322	3045	百万播放
【一周巨星】足坛惊现真ikun！姆巴佩，菲利克斯，阿尔瓦雷斯齐发威，理查利森惊天破局，内马尔降维打击，谁的表现最为炸裂？	BV1Fk4y1c7dg	足球	2023-09-22 20:19:09	365372809	巅峰球迷汇	54800	7104	2791	66	无推荐理由
双人激情对唱！华仔新歌！杭州亚运助威曲《登场》	BV1Z8411v7e5	翻唱	2023-09-21 18:09:46	37754047	咻咻满	270453	17687	6741	1049	无推荐理由
火灾防控：从我做起，守护家园安全	BV1cu411w7yX	短片	2023-09-21 21:53:38	171482429	抬手哥	176568	27217	2045	22	无推荐理由
卡莎新版本穿甲AP思路，一枪千血瞬秒后排！	BV1Ep4y1P757	电子竞技	2023-09-19 16:37:15	15717030	谁让我是白泽呢	1561486	59586	1526	8045	无推荐理由
是瓷！是中国德化白瓷！	BV1bz4y1L7Tt	出行	2023-09-19 18:45:37	424079679	不吃姜的Sissi	254001	43497	2144	2703	无推荐理由
全明星	BV16w411e7Cg	小剧场	2023-09-19 18:19:59	373388923	脱缰凯Kk	1565522	155401	6561	834	无推荐理由
当你带萌新圆梦通关「超难难度MC」!!？	BV1Zh4y1h7eH	单机游戏	2023-09-21 01:57:27	680447	马里奥红叔	187825	22432	2666	60	无推荐理由
【黑铁之王】格温vs塞拉斯谁的厨艺更胜一筹？#黑铁之王争霸赛	BV1FV411A7XV	电子竞技	2023-09-17 18:50:27	428040854	上单老祖	2293569	132213	6684	8937	无推荐理由
【原神】蹦蹦炸弹79一个真的不贵 动作配布	BV1Rp4y1c78D	MMD·3D	2023-09-20 22:24:33	151216159	黄心鬼畜果	293629	25054	1706	2074	MMD·3D·人气飙升
还记得这两位为救人而错过高考的少年英雄吗？	BV1yw411e77U	影视剪辑	2023-09-21 13:27:40	167598645	圣神幻羽	198807	29550	750	68	无推荐理由
皇 级 对 决 - 猿神枪VS火龙大炬	BV1Nk4y1c7Ne	MAD·AMV	2023-09-20 17:22:33	229687190	ZORO_rn	236985	28796	2859	728	无推荐理由
【王维MBTI】F和T的区别｜全员向动画	BV1eN411J7nj	短片·手书	2023-09-22 05:27:59	3493079208168355	王维诗里的MBTI	98308	12232	1607	1672	无推荐理由
“如果一滴水不想干涸，那就让它融入生命里。”	BV1t34y1P7Tk	短片·手书	2023-09-16 14:08:15	519173759	独自ぅ过活ぅ	2753188	72000	13420	2462	无推荐理由
「小白」iPhone15 Pro/Max全面测评：你想知道的都在这！	BV1Sj411k7eV	数码	2023-09-19 19:04:55	8969156	小白测评	1027903	51054	37716	6469	无推荐理由
“养生专家”称“植物油不能吃”？	BV12u4y1r7cL	科学科普	2023-09-21 18:23:07	439478093	中国食品报融媒体	281695	28785	1336	804	无推荐理由
我竟然带学生逃学了！	BV1a8411q7HX	校园学习	2023-09-18 18:16:15	358232446	九零老师	1903550	136481	3271	671	13万点赞
全球首播！董宇辉首次全英文采访完整版	BV1ip4y1A7zu	热点	2023-09-18 13:28:02	569956690	CGTN	1382544	50085	14874	13286	无推荐理由
外国买保时捷减配吗？比法拉利还贵的丐版911长什么样	BV1Dw411e74e	汽车生活	2023-09-19 21:15:28	394609671	终极小腾	843271	32544	2471	852	无推荐理由
原来夏洛特是八年前的番了，还以为是新番呢	BV13k4y1F7np	搞笑	2023-09-17 18:00:08	32589074	二次元陆君_	1964517	248959	9496	4904	百万播放
不要把脑袋塞进后室的墙缝里！（Escape the Backrooms）	BV1Uj411k7bQ	单机游戏	2023-09-21 21:29:54	1837617	薄海纸鱼	97366	11805	1650	67	无推荐理由
"""胡说！哪有什么妖怪？她是我好心收留的可怜人。""【聊斋·画皮】"	BV1vy4y1F7d7	仿妆cos	2023-09-21 17:32:21	6272357	o小庄o	167587	30385	2582	481	无推荐理由
