title	BV	tname	time	up_uid	up_name	view	like	coin	share	rcmd_reason
【星穹铁道】超强减伤！T0生存辅助？0魂符玄测评+教学攻略丨符玄使用体验报告	BV1Nr4y1f7UT	手机游戏	2023-09-22 01:36:57	653768	赫箩的苹果	155162	10280	1745	233	无推荐理由
大一新生军训如何自我介绍	BV18y4y1F7e5	搞笑	2023-09-19 12:27:08	431946600	啊这叫木鱼	1526982	218320	10395	31882	百万播放
遵义陈三姐卤菜，为了等儿子卖了11年卤菜，只为等儿子回家，梁永杰你妈妈喊你回家吃卤菜	BV1S8411v7m7	美食侦探	2023-09-20 11:13:41	660013124	曾哥振弟	373945	45415	2483	126	无推荐理由
今儿去打卡全洛杉矶最火辣的美式炸鸡！这是我这辈子吃过最辣的鸡！	BV1CV411A7V7	美食侦探	2023-09-20 22:35:35	1644053613	是个泡泡_Pao	422525	42762	936	994	无推荐理由
奶奶的爱情：你忘了我，但我还要记得你	BV1WH4y1S7pp	人文历史	2023-09-21 19:33:47	192090	小透明明TM	130381	19521	6991	1069	无推荐理由
家人们这么多天没更新就是去做了这个事情.想你们了！稍微休息两天马上更新视频！	BV1dz4y157Pz	搞笑	2023-09-18 13:40:41	302338318	李炮炮儿	3010952	562557	257958	4059	无推荐理由
七八十年代火遍全球的迪斯科舞曲，40年多后再听依旧激情满满！	BV1Vz4y1V79S	乐评盘点	2023-09-20 19:32:22	331480256	音乐影视馆	271147	10011	2433	1173	无推荐理由
《军 训》	BV1yk4y1w7RU	搞笑	2023-09-18 19:52:36	13048007	大大熊_	1782980	213005	7343	22468	百万播放
亲爱的开拓者，肯德基×﻿崩坏星穹铁道﻿联动现已开启！	BV1vK4y1w78V	日常	2023-09-21 20:37:22	275338136	肯德基	663847	40077	1630	5060	无推荐理由
当代年轻人！竟然爱买这样的东西！！	BV18h4y1Y7h9	搞笑	2023-09-15 14:20:27	42870908	网不红萌叔Joey	1540968	82186	754	632	无推荐理由
博 德 大 侠 ！	BV1np4y1P7EW	单机游戏	2023-09-21 04:18:01	16574154	银鸦Silent	186845	9526	5230	3595	无推荐理由
咒术回战236话情报：告别	BV1VH4y1S7wv	动漫杂谈	2023-09-20 17:10:37	1057241855	五个光	1757372	63077	8682	13205	无推荐理由
宝马5系，月薪多少能入手？	BV1fj411b7E6	购车攻略	2023-09-22 16:35:44	60259602	百车全说	93115	7039	2534	388	无推荐理由
山谷里的中国红！	BV1Q34y1P7pN	出行	2023-09-18 08:07:02	2041168605	他叫阿园	2779671	229676	3180	6070	百万播放
成年人的崩溃 往往只在一瞬间（流星雨） 09.20	BV1jF411S7vY	亲子	2023-09-20 16:56:46	1446722183	国际宫and乡土莉	542783	46388	1179	3379	无推荐理由
找西维借钱=精神分裂	BV1sm4y157fE	小剧场	2023-09-21 11:43:12	102805877	西维西师傅	1039550	133569	1184	3323	百万播放
《蔚蓝档案》主线故事VOL.3【伊甸园条约篇】第1章介绍PV	BV1rV411A7XW	手机游戏	2023-09-21 17:25:02	3493265644980448	蔚蓝档案	169869	11371	1398	1809	无推荐理由
【爽文】樱花国旅游回来后被小日子鬼缠身，我扭头跑进烈士陵园，刹那间一个个伟岸的身影出现……	BV1984y1S7U3	国产原创相关	2023-09-19 21:57:22	9315353	饿饿鱼饼	287805	22296	3093	662	无推荐理由
华语TOP100！挑战猜歌名！每一首都是青春！	BV1ny4y1F7dK	音乐综合	2023-09-20 14:38:40	208130286	大物是也	581922	24817	8090	1648	无推荐理由
周淑怡道歉，但是李佳琦导演/摄影/制片/发行	BV1TP411b7F3	鬼畜剧场	2023-09-16 19:12:35	359773629	就叫我邱刀鱼吧	2573212	182801	63973	41204	无推荐理由
贴秋膘！做碗东北老式麻辣烫！黏糊上头！配烤大棒骨，蘸酱菜	BV1hN411H7c1	美食记录	2023-09-21 20:55:22	392336778	了in林	216046	12695	1832	958	无推荐理由
“如果天才的代价是孤独，那我宁愿当一个快乐的傻瓜”	BV1ou411c7rp	影视剪辑	2023-09-20 21:37:14	346749212	wrizedm	321987	30823	2192	608	无推荐理由
杭州我来了！马来西亚人挑战：5天4夜只用支付宝能活吗？	BV1bF411S7y4	数码	2023-09-21 02:39:40	2115578666	开箱喵可恩	317144	8035	1623	296	无推荐理由
一觉醒来发现外国女友自己去买早餐了	BV1j94y1s71y	日常	2023-09-17 16:59:32	3493288845773149	啊狼lang	618198	48290	1270	769	无推荐理由
啊？？遥遥领先？？我服了……华为mate 60 pro，无敌于世间	BV13P411h7u1	数码	2023-09-18 19:29:09	613517002	星期七阿	2651140	40505	5613	14628	无推荐理由
这玩意就是加菲猫最爱的食物？	BV1Ak4y1c7q1	美食制作	2023-09-19 17:41:51	36591074	居居趣做饭	493672	76140	822	746	无推荐理由
刷到了可以看看吗 不用点赞 从蒙德丝滑到枫丹	BV1Aw411v7Lb	手机游戏	2023-09-20 11:22:04	450410688	极北亚峰	469633	71935	17445	1462	无推荐理由
《环行旅舍》1.3版本PV「幕前序曲」	BV1nK4y1F7kA	手机游戏	2023-09-22 12:08:36	1221879760	环行旅舍	337067	6645	2382	5166	无推荐理由
彻底疯狂！！史上最恶心战士，新版典韦登场！！	BV1Uy4y1F7Fa	电子竞技	2023-09-20 09:50:38	264862821	最后一只渡渡鸟	642471	29785	2652	329	无推荐理由
我抓到了27岁的硕导！！	BV12C4y1f71n	日常	2023-09-16 11:05:49	205961190	油克东东	1431101	139623	2398	5063	百万播放
击败了泰拉瑞亚里面的第一个boss！！！萌新试玩泰拉瑞亚第五集	BV1JP411b7zq	单机游戏	2023-09-22 00:53:03	84130356	夏天y	92664	23201	10508	91	无推荐理由
搞懂“月经”本质，减少“月经”痛苦（基于人体的生物机制	BV1Lp4y1w7t7	日常	2023-09-22 13:34:12	251395733	你的同桌狗兄	47974	9125	1722	568	无推荐理由
二斤五花肉，一盘螺丝椒，胖龙做饭又研究出新花，看吃相就好吃	BV1uj411C74X	美食记录	2023-09-21 19:10:46	649661652	胖龙的小生活	395956	17135	2373	385	无推荐理由
豆瓣5.0暴死开局，国内没公映就对了，DC《蓝甲虫》到底有多烂？	BV1em4y157ME	影视杂谈	2023-09-20 18:05:49	7487399	努力的Lorre	1184297	77474	8033	1664	无推荐理由
炙热青春里最沸腾的一章	BV1A94y1s73N	搞笑	2023-09-17 17:38:24	3536996400105518	华-一-子	1704285	253268	203079	11161	无推荐理由
探秘稚晖君的神秘实验室，这确定不是钢铁侠的家？	BV11p4y1c7vf	极客DIY	2023-09-20 14:21:11	430777205	达尔闻	197062	7351	1720	817	无推荐理由
现在大学生已经这么卷了吗？！	BV1q84y1S7hF	音乐综合	2023-09-19 19:34:01	1962633	Yui柯基大聪明	422967	15411	754	163	无推荐理由
超强洗脑神曲《自由自在》！你能忍住不跟唱吗？	BV1p94y1p73h	翻唱	2023-09-20 14:36:21	698438232	扇宝	226667	25572	5614	635	无推荐理由
刺客圆弧7秒3个大，迅刃永恩10秒3个E！	BV13h4y1A7KS	电子竞技	2023-09-18 18:47:17	359138225	大D永恩ovo	1467907	73253	1408	1273	无推荐理由
#2  哥你咋来了？？？  【柯基】Minecraft多模组冒险之旅	BV1K8411i77s	单机游戏	2023-09-22 14:49:59	37780021	四川柯基菌	48515	9073	7371	66	无推荐理由
半年经：粤语读诗更押韵么？	BV1ZF411U7Dd	科学科普	2023-09-22 00:15:05	11498155	安森垚	138239	12023	818	241	无推荐理由
【华为 Mate60 系列】超强灵犀通信，信号时刻在线	BV1Xw411e7Le	数码	2023-09-21 10:01:52	102999485	华为终端	733840	67847	2764	2598	无推荐理由
宅男化身恶魔，竟然劫持517人的飞机，其背后有着怎样的故事	BV16K4y1w7DU	人文历史	2023-09-19 15:28:16	454719565	奇闻观察室	929510	41097	5859	902	无推荐理由
《戴森球计划》亮相TGS2023 大型更新“黑雾崛起”将于2023年12月上线	BV1eK4y1w7QX	单机游戏	2023-09-20 16:21:48	481714350	戴森球计划制作组	579698	37666	22315	13858	无推荐理由
【Stray Kids】EP.39 中秋特辑: SKZ家族归来 #1	BV1G34y1N7a5	音乐综合	2023-09-21 21:21:55	3461571609102962	StrayKids	185958	14839	4349	1649	无推荐理由
生存战争：再次开始原始求生！	BV1A94y1W7Gf	单机游戏	2023-09-22 16:22:30	9037593	灰机咕咕	72964	8994	1648	43	无推荐理由
超燃动作戏，甄子丹靠本片名声大噪，全程拳拳都肉，过瘾	BV1uj411C7sp	影视杂谈	2023-09-19 17:52:31	73528331	摩斯神探	1244494	67737	2240	468	无推荐理由
做了7年UP主，我终于实现了肥宅自由！	BV1Ap4y1w77Z	日常	2023-09-20 19:14:38	7487399	努力的Lorre	341035	28989	3394	371	无推荐理由
啥都没干的一天都干啥了 但其实啥都干了	BV1SF411U7fk	日常	2023-09-22 00:03:56	287468649	阿哈哈哈哈哈黑猫警长	194526	20546	598	112	无推荐理由
一镜到底！！《这么可爱真是抱歉》MV废案流出（	BV1Xh4y1Y7ve	搞笑	2023-09-17 02:04:02	13185941	爱茶茶茶茶	303824	59025	11059	2215	无推荐理由
曹氏鸭脖 其实你真的很装(^^)	BV1xP411b7wB	美食记录	2023-09-20 00:04:38	287468649	阿哈哈哈哈哈黑猫警长	1136402	88233	3235	5058	无推荐理由
跑多久，才能消耗一斤脂肪？	BV1Qh4y1h7Fw	健身	2023-09-19 14:04:02	1531707	叔贵	752785	44181	14636	2760	无推荐理由
【舍长】《生化危机4 重制版》DLC逆命殊途 02 既来之则拿拿之	BV13j411C73D	单机游戏	2023-09-22 19:37:56	70666	舍长驾到	32434	7243	5032	41	无推荐理由
每一口都是对早八的尊重。	BV1qy4y1F7fP	搞笑	2023-09-20 16:50:37	296092268	碎嘴企鹅	680443	96359	1852	1024	无推荐理由
四驱甲壳虫！大众没造的车我造了！	BV1tz4y1L73Y	改装玩车	2023-09-21 15:15:32	326783347	NMNP陈璟	126903	16629	21315	2997	无推荐理由
“我仿佛看到了小说的尽头”	BV17u411A724	出行	2023-09-13 16:56:10	3494362832963614	Lucius-风景	198203	25237	1984	1182	无推荐理由
【炸裂】辛西娅佳佳陪大家打工	BV1JN411J7fe	小剧场	2023-09-22 08:12:19	19535168	门腔	129691	22294	1767	281	无推荐理由
Excuse me！	BV1Qu4y1r7WH	搞笑	2023-09-19 16:18:28	291638819	so小马弟	503899	55132	1078	3314	5万点赞
【享拆】Redmi Note 13 Pro+ 拆解：千元机都上 IP68 了！	BV1Zw411e71Z	数码	2023-09-21 13:21:05	347441270	微机分WekiHome	281475	12084	1491	1016	无推荐理由
【伍佰】“唱又不让唱，走又走不了”	BV1em4y157cW	翻唱	2023-09-21 18:03:37	17134369	司墨尧smile	212234	15018	1326	776	无推荐理由
终于终于终于！裁纸刀解除了尺寸的限制！	BV1Bw411e7Zh	手工	2023-09-20 23:16:17	108035689	差生文具盒	864207	54045	569	608	5万点赞
最倒霉的一天（二）	BV1jz4y1L7qv	鬼畜调教	2023-09-21 18:40:05	342457336	你眼中的骷髅	135894	14138	1472	1718	无推荐理由
疑似芥见下下本人回应《咒术回战》第236话内容	BV1Nk4y1c7Ms	配音	2023-09-21 11:09:15	1649943	老渡鸽	480806	47774	1395	6786	配音·人气飙升
《B 界 西游 热门 游戏 玩家 现状 》！！	BV1D84y1S7bZ	短片·手书	2023-09-19 17:19:03	5818410	芦苇十三少	428076	55630	18602	616	无推荐理由
《阿牛今天吃点啥》——螺蛳炒面	BV1984y1S7KT	搞笑	2023-09-20 20:28:13	3461565017754459	b阿牛小卖部	665907	47337	1209	798	无推荐理由
火力全开丨EDG无畏契约洛杉矶冠军赛纪录片：重压之下	BV1qj411k79v	电子竞技	2023-09-21 19:24:36	31536760	EDG电子竞技俱乐部	152064	10555	5424	1035	无推荐理由
【皮肤展示】铃鹿御前全新古韵琢华系列皮肤「清弦斥」	BV1p34y1A7ro	手机游戏	2023-09-22 13:00:54	267637532	决战平安京官方	152261	10112	2087	6252	无推荐理由
当年火爆全网的神作，真实结局竟如此阴暗！	BV1dP411t7ss	单机游戏	2023-09-16 20:54:35	29108869	阿元解说	3390538	69571	5902	729	无推荐理由
中式三明治	BV1tu4y1r794	美食制作	2023-09-17 14:52:08	212369773	神奇小和	1477993	44956	758	2731	无推荐理由
卖富士买它，我后悔了吗-理光GR3x【值不值得买第616期】	BV1kP411b7bC	数码	2023-09-21 16:51:03	11336264	TESTV官方频道	127310	6651	1862	719	无推荐理由
这可能是原生家庭，对孩子最大的祝福【武志红】	BV1X8411v7jN	社科·法律·心理	2023-09-22 20:00:26	508670955	武志红讲心理	41994	2956	829	661	无推荐理由
【IGN】《龙之信条2》游戏介绍视频	BV1YH4y1S75S	单机游戏	2023-09-21 23:17:06	652239032	IGN中国	247422	7940	922	6167	无推荐理由
和闺蜜一起吃地道重庆火锅！自制川味大鸡排简直太香了！	BV1TK4y1F7iA	美食侦探	2023-09-21 16:35:29	649019192	方芳的快乐生活	461471	27725	5719	600	无推荐理由
【一拳超人】237话：吹雪组加入龙级战力！King四处踢馆惨遭打脸！	BV1H94y1p7mL	动漫杂谈	2023-09-21 15:57:23	26721635	假装冷酷的起灵	271344	14882	963	147	无推荐理由
拙劣的模仿	BV1jF411S75w	运动综合	2023-09-20 10:30:26	439925319	买不起马自达的keisuke	667012	17616	673	2415	无推荐理由
今天的台风甚是喧嚣	BV1f34y1P757	健身	2023-09-20 15:45:18	298054634	马哥巨离谱	296511	29781	9045	1041	无推荐理由
谁给我们的宿舍起个群名？	BV1894y1p7Sk	搞笑	2023-09-20 10:10:32	1659651634	七颗猩猩QKXX	1863181	150695	1668	2400	无推荐理由
男的甚至可以不知道对方叫什么就这样聊一下午	BV1Dj411k7eE	搞笑	2023-09-19 18:10:51	482673878	凳子凳子_	1528586	192468	713	1751	百万播放
【罪恶都市】全程六星通缉通关！！#1	BV1H8411i7GK	单机游戏	2023-09-22 14:56:45	54712725	Okami丶鬼道	54226	5065	1682	68	无推荐理由
海绵宝宝配音助眠	BV1QP411b7of	日常	2023-09-20 19:32:32	3494377427044900	慕斯酱ASMR助眠	287263	37059	1901	875	无推荐理由
上课学英语，下课练剑法？道学院的课程有多玄幻，成为道士要经过多少考核？	BV1CF411U7Yk	人文历史	2023-09-21 12:04:31	1195284234	李白尼的猜想	140131	16294	1633	958	无推荐理由
我做的饭太好吃了全家都爱吃	BV1fz4y1G7sC	搞笑	2023-09-19 23:03:28	28687359	陈不打工陈	584236	21391	1353	386	无推荐理由
⚡《主播女孩重度依赖》，但东北话⚡	BV1PN411H73Y	翻唱	2023-09-16 02:13:54	390254031	皮皮果er	740042	108758	21279	10449	无推荐理由
【半佛】蜂花爆火背后，隐藏着风险	BV128411v7KF	财经商业	2023-09-20 17:19:46	37663924	硬核的半佛仙人	1073700	50112	6903	1571	无推荐理由
特厨探店 | 好吃但藏在居民楼里面，这种店到底是谁先发现的捏？！泸州幺妹	BV1qN411H7Vk	美食侦探	2023-09-20 20:08:00	1462401621	特厨隋卞	469961	38603	1574	1137	无推荐理由
当你对时间的感觉已经麻木时	BV1U84y1S73G	小剧场	2023-09-21 19:48:05	293690540	大黑口	284765	40198	928	114	无推荐理由
万物皆有情！一位老人，一头老黄牛，其实很多时候人比动物更有感情！	BV15u411w7ZM	搞笑	2023-09-20 22:03:27	1908066470	拾叁说故事	185126	23475	1977	521	无推荐理由
他的温柔如涓涓细流,浸润着我们的生活	BV1tu411g7i5	短片	2023-09-20 19:15:49	442899069	这是TA的故事a	192665	24106	1590	959	无推荐理由
野区萧炎新赛季一次修了五种卡法？全新的三种三千雷动卡法教学 在被修复的基础进行改良的全新卡法！	BV1th4y1a7aw	手机游戏	2023-09-20 17:29:54	345255723	黑羽kkkk	467526	28047	1098	1572	无推荐理由
连史纸	BV1o8411v7Dw	三农	2023-09-21 18:36:16	3494349557992101	归乡人山白	100811	16195	4586	165	无推荐理由
群 口 相 声：《怡 琦 道 歉》	BV1Tm4y157En	鬼畜剧场	2023-09-20 10:44:47	51844730	老实人张精贵	301992	10936	1573	1664	无推荐理由
下巴 惊呆掉了！	BV1py4y1F7uF	喵星人	2023-09-20 17:31:09	2129674553	郑州的一个兽医	1044787	91508	868	2038	百万播放
《如此前任》	BV1CV411w7Tc	搞笑	2023-09-17 21:10:27	3537113698011796	杨晓艺呀	1371243	114427	1541	764	无推荐理由
刚开学哪有不想家的....	BV18u4y1r7uz	搞笑	2023-09-17 13:45:26	395415494	熬一耶ye	1717145	119971	1703	1084	无推荐理由
本来想city walk，没想到晒成hot dog	BV1YV411A7Eu	搞笑	2023-09-21 15:53:09	1612958134	冯牡丹无Emoji版	171214	28725	989	247	无推荐理由
收货吗老板？	BV17p4y1P7Yu	亲子	2023-09-21 02:28:00	3537109952498345	由由大人-	952522	66600	655	2535	无推荐理由
狼王与小女孩的故事。	BV14w411e7js	野生动物	2023-09-19 17:37:01	1857280691	小马爱动物	185848	25561	1724	74	无推荐理由
父母的魔法：告诉他烦恼，烦恼一个变成两个……告诉他快乐，快乐消失啦！	BV1sm4y1579W	日常	2023-09-21 07:20:36	1988929420	侃木头哦	127148	11366	1424	1581	无推荐理由
780买张牛皮，大冬做“酿牛皮”，忙活3天，吃嘴里都值了	BV1Fj411C7gU	美食制作	2023-09-20 11:23:05	386645050	苗大冬	436768	12420	1889	167	无推荐理由
【卧推悲剧】不要让它发生到你身上！	BV1eP411b7m4	健身	2023-09-21 11:13:02	1070980577	CoachGreg格教练	357830	17592	2997	1091	无推荐理由
勇敢的教官	BV1zH4y1S7NZ	日常	2023-09-20 14:45:25	244422224	讯呃简单	1475353	46038	1356	12084	百万播放
不加一滴水的番茄虾片汤，酸甜浓郁好吃到舔盘，快让对象动手吧！	BV1jm4y157zQ	美食制作	2023-09-20 10:17:40	639540640	_陈小井	384727	17737	1563	1798	无推荐理由
《崩坏：星穹铁道》走近星穹——「玲可：大的药来了！」	BV1A34y1N7cD	手机游戏	2023-09-20 21:15:04	1340190821	崩坏星穹铁道	729048	76482	6442	2234	无推荐理由
阿星VS火云邪神·如来神掌的终极奥义是什么？ | 漫谈周星驰电影《功夫》【终结篇】	BV1uF411m7Pu	影视杂谈	2023-09-22 11:05:47	14079696	Kimo桑	87186	6802	2945	70	无推荐理由
你们的球搭子也是这样吗？	BV1xN411H7Dp	搞笑	2023-09-19 12:31:17	410675812	韩波格_	1978512	155866	551	2070	无推荐理由
身后女生：我把一生所有的伤心事都想了个遍	BV13p4y1w7eF	绘画	2023-09-20 21:09:17	3494374419728390	奶油剃刀-	1320946	111746	2783	7179	百万播放
2K的IP68手机哪里贵了？红米note13 pro+	BV1Qu411c7u9	数码	2023-09-21 18:37:38	426493711	蓝朋友TV	169535	8767	1729	423	无推荐理由
“十万共军露宿街头也绝不入民宅，这就是中国军人，人民的子弟兵”	BV1cp4y1w7k6	影视剪辑	2023-09-21 18:29:27	601595101	顾麟迟	191478	20919	707	31	无推荐理由
哇！我的物理老师会“魔法”	BV1RP411t7p8	综合	2023-09-18 08:57:54	456664753	央视新闻	746562	49705	2958	1166	无推荐理由
商务舱 VS 经济舱！票价相差10倍！飞机餐有多大区别？	BV1LN411H7Ut	美食侦探	2023-09-15 23:04:24	406636263	HOLA小测佬	3828853	262056	65929	5523	无推荐理由
咱就是说我这60级突破了怎么和玩一样…	BV1sK4y1w7Kv	网络游戏	2023-09-20 18:14:42	1617097682	梓宸爱公子-原神	426066	44369	651	199	无推荐理由
【苏星河】这个软件对于iPhone的改变，比苹果这十年来做的都多	BV1Nu411w7DL	软件应用	2023-09-19 16:26:46	598464467	苏星河牛通	869131	40789	8049	5177	无推荐理由
全近战六星干员 VS 突袭·大亚当，梦回开服【明日方舟】	BV17V411A7HG	手机游戏	2023-09-20 22:03:05	13371339	樗柒ヽ	407800	24693	2208	289	无推荐理由
花2200买了一只摆烂鸟，到家天天睡大觉	BV1Qz4y157eG	小宠异宠	2023-09-18 18:45:09	491367091	一只小皮皮呀丶	1342576	45149	3480	8672	无推荐理由
《崩坏：星穹铁道》走近星穹——「符玄：世纪难题之下任将军究竟何时赴任？」	BV1tw411e7ux	手机游戏	2023-09-19 21:03:04	1340190821	崩坏星穹铁道	1092468	104624	20904	3928	无推荐理由
寻找香格里拉，云南丽江香格里拉纯电车自驾游！	BV1QN411H7PR	出行	2023-09-19 19:53:14	35847683	峰哥亡命天涯	263219	10486	1699	549	无推荐理由
以后吃饭再不买单，兄弟都没得做！	BV1VF411S7bg	小剧场	2023-09-19 20:30:03	639855783	管春哇	966064	38936	529	274	无推荐理由
【轻音少女X孤独摇滚】跨越了十三年的大合唱！！！居然毫无违和感？！一定要看到最后！！	BV1Rh4y1A795	MAD·AMV	2023-09-18 22:12:03	398697424	溪海龙汪	151161	24678	11654	2300	无推荐理由
2023崩坏3生日会  做不完了啊啊啊！！	BV15H4y1S7Ej	手机游戏	2023-09-21 23:01:23	6768352	粥粥的奇妙冒险	113380	17165	2062	661	无推荐理由
在10人追杀下仅1h通关泰拉瑞亚！究竟能否成功？泰拉瑞亚猎人游戏第三季#2	BV1K94y1p7F8	单机游戏	2023-09-19 10:05:06	97094027	乔治的新恐龙	92147	8242	3933	372	无推荐理由
孤勇的手语律师，于无声处捍卫聋哑人的权利	BV1Nz4y1V7j5	社科·法律·心理	2023-09-20 13:11:48	525814342	陈皮说故事	143958	24072	3397	407	无推荐理由
这是我见过最奇葩的比赛，丹麦背媳妇儿锦标赛，竟然出奇得精彩！	BV15u411w73B	竞技体育	2023-09-20 17:06:02	302373005	困兽之战_混战	650846	11965	629	6623	无推荐理由
妈妈做的美食合集来啦！我爱我妈！！！！	BV1Vy4y1F7RD	美食制作	2023-09-19 16:44:21	2119090681	喉结儿	887744	70343	1972	6094	7万点赞
“我 推 的 花 西 子”	BV1MV411A7Sc	人力VOCALOID	2023-09-18 22:48:19	64827416	城之悠二	206238	24726	2485	2378	无推荐理由
你们有没有这样的宿友	BV13F411S7hK	搞笑	2023-09-20 14:14:35	1548805549	甜蜜老张	768751	62602	1494	619	无推荐理由
【基德】墨西哥外星人的真相	BV1hV411A7fP	科学科普	2023-09-19 00:16:01	510856133	吟游诗人基德	1596492	81694	11526	6576	无推荐理由
我珍藏多年的6个让泡面好吃翻倍的奇妙吃法	BV1XC4y1f7sT	美食制作	2023-09-15 23:42:24	474803476	泡厨房的顾小胖	1147729	84120	25009	25723	无推荐理由
【扒】憨憨一夜暴富，哈佛精英变神经，一群孩子的40年《辛普森一家》之痛苦密码	BV1nN411H7jS	综合	2023-09-20 17:44:07	301717426	周扒片	441981	35814	5714	669	无推荐理由
宅家扣饭局，6道下饭神菜，今天对付一口吧~	BV1pj41187eV	美食记录	2023-09-22 17:16:49	50107323	传说中的蕙蕙	58093	5643	3424	39	无推荐理由
【原神手书】溺于悲伤之浪	BV1134y1P7UT	短片·手书	2023-09-16 19:50:49	1011627201	愚人戏社	196934	48662	17412	2198	无推荐理由
左眼为了忘记你 右眼为了记佳你	BV17K4y1w7Cf	搞笑	2023-09-21 09:53:39	371855100	海铭爱美丽	295327	49480	833	2903	无推荐理由
用了思题目，学习不迷糊！用广告的方式打开steam...	BV1ZV411w7Nq	数码	2023-09-18 16:56:35	1230170596	暴走星号键	787683	95691	17126	27781	无推荐理由
社恐二次元宅家看番吃外卖差点被谋杀….	BV1jy4y1F73H	日常	2023-09-19 19:14:21	406565772	夏雨lacey	711862	48613	2933	2541	无推荐理由
【补档】相亲的男人有多自信，江南七怪让你感受窒息的诱惑	BV1aw411e74K	娱乐杂谈	2023-09-20 17:50:55	27218150	刘哔电影	704885	26168	3350	10529	无推荐理由
预算11666，看看荣仔是怎么坑他的高中同学！	BV1wu411w76p	数码	2023-09-21 11:55:38	457464156	重庆IT超市	197667	16006	546	303	无推荐理由
我要发起一场全网青年聚会	BV11w411e78n	日常	2023-09-21 01:04:18	173469252	Zhan丨	456517	48479	22234	2344	无推荐理由
英语老师直呼内行	BV1V94y1s71N	搞笑	2023-09-17 19:08:35	1165909372	马克的致郁动画	1978439	186984	5531	22765	百万播放
紧跟时事的天才？！！！	BV1PV411A73c	手机游戏	2023-09-20 03:17:14	57704110	叶忍菌	537285	73529	4035	2915	7万点赞
路飞号正式试航啦	BV1Dk4y1F7Ch	设计·创意	2023-09-20 11:24:51	3537116589984449	自己造船的路飞	375684	36893	4671	536	无推荐理由
碳水易胖体质？30秒的时间做个测试！	BV1ak4y1w7ME	美食记录	2023-09-17 17:31:40	1436049318	营养师齐小明	1301711	54648	1058	4693	百万播放
【星穹铁道】符玄战斗系统模拟，量化生存能力，给出最佳光锥遗器搭配	BV1834y1A7hY	手机游戏	2023-09-22 20:29:27	7503663	泡椒_泡椒	25091	3367	2517	266	无推荐理由
这才是夜之城的完全体？《赛博朋克：往日之影》先行试玩体验	BV1HV411A7i6	单机游戏	2023-09-21 01:21:09	471303350	大狸子切切里	402751	19873	4336	1424	无推荐理由
本校读研最大的感受，就是...	BV1Rj411k7Ux	日常	2023-09-20 19:29:54	470938160	果果小师兄	498115	36793	660	1900	很多人点赞
【高圆圆】在人民广场不吃炸鸡吃包子!｜上海之行	BV1JP411b7hV	明星综合	2023-09-20 14:47:54	2114287232	高圆圆	661126	55499	2119	1983	无推荐理由
用Mate 60 Pro，我竟然拍到了这些画面...	BV1N94y1p7AK	数码	2023-09-21 19:03:18	41236003	花城男孩_	87038	6715	1318	1314	无推荐理由
对不起大爷，我不是故意的哈哈哈	BV1Mj411k7z9	演奏	2023-09-18 18:18:27	3493290026470069	东东的二胡	457086	47039	1590	415	无推荐理由
